#Version: 1.0
#Software: ZScaler NSS Web Log (synthetic sample for SOC Log Analyzer)
#Fields: datetime	user	department	location	clientip	serverip	method	host	url	action	reason	statuscode	requestsize	responsesize	urlcategory	threatname	riskscore	useragent	referer	appname
2024-05-14 08:22:11	lena@tenex.local	Legal	HQ-Austin	10.10.4.31	142.250.72.45	GET	mail.google.com	https://mail.google.com/api/v1/status	Allowed	-	200	812	55185	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:22:12	wendy@tenex.local	IT	HQ-Austin	10.10.3.42	104.109.10.236	GET	www.salesforce.com	https://www.salesforce.com/	Allowed	-	200	505	16183	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:23:35	peggy@tenex.local	HR	HQ-Austin	10.10.4.35	140.82.113.205	GET	github.com	https://github.com/static/main.css	Allowed	-	200	682	85047	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:23:37	quinn@tenex.local	IT	HQ-Austin	10.10.1.36	142.250.80.31	GET	docs.google.com	https://docs.google.com/assets/app.js	Allowed	-	200	1021	3768	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:24:00	peggy@tenex.local	HR	HQ-Austin	10.10.4.35	52.113.194.150	GET	teams.microsoft.com	https://teams.microsoft.com/assets/app.js	Allowed	-	200	216	41778	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	Microsoft 365
2024-05-14 08:24:40	wendy@tenex.local	IT	HQ-Austin	10.10.3.42	104.16.24.220	GET	registry.npmjs.org	https://registry.npmjs.org/favicon.ico	Allowed	-	200	972	27249	Software Downloads	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:25:40	niaj@tenex.local	Finance	Remote-VPN	10.10.2.33	170.114.52.69	GET	zoom.us	https://zoom.us/user/profile	Allowed	-	200	663	32659	Streaming Media	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:25:51	carol@tenex.local	Sales	HQ-Austin	10.10.3.22	140.82.113.166	GET	github.com	https://github.com/docs/getting-started	Allowed	-	200	593	24527	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:27:50	olivia@tenex.local	Sales	EU-Dublin	10.10.3.34	140.82.114.3	GET	api.github.com	https://api.github.com/favicon.ico	Allowed	-	200	539	23695	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:27:50	lena@tenex.local	Legal	HQ-Austin	10.10.4.31	151.101.65.190	GET	www.nytimes.com	https://www.nytimes.com/api/v1/status	Allowed	-	200	865	33464	News and Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:27:58	sybil@tenex.local	Engineering	Remote-VPN	10.10.3.38	104.192.142.34	GET	www.atlassian.net	https://www.atlassian.net/api/v1/status	Allowed	-	301	1027	26539	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:29:03	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	13.107.42.186	GET	www.linkedin.com	https://www.linkedin.com/docs/getting-started	Allowed	-	200	1019	17412	Social Networking	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:29:24	grace@tenex.local	Engineering	HQ-Austin	10.10.3.26	104.16.24.35	GET	registry.npmjs.org	https://registry.npmjs.org/search?q=deployment	Allowed	-	200	1357	82333	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:30:27	ivan@tenex.local	Sales	Remote-VPN	10.10.1.28	52.96.40.113	GET	outlook.office365.com	https://outlook.office365.com/docs/getting-started	Allowed	-	200	823	1586	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	Microsoft 365
2024-05-14 08:32:23	quinn@tenex.local	IT	HQ-Austin	10.10.1.36	170.114.52.241	GET	zoom.us	https://zoom.us/api/v2/messages	Allowed	-	200	1345	29842	Streaming Media	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:32:29	grace@tenex.local	Engineering	HQ-Austin	10.10.3.26	142.250.80.164	GET	docs.google.com	https://docs.google.com/static/main.css	Allowed	-	200	844	49809	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:33:07	trent@tenex.local	Finance	EU-Dublin	10.10.4.39	142.250.72.187	GET	mail.google.com	https://mail.google.com/index.html	Allowed	-	200	982	60214	Webmail	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:33:58	niaj@tenex.local	Finance	Remote-VPN	10.10.2.33	52.216.35.85	GET	s3.us-east-1.amazonaws.com	https://s3.us-east-1.amazonaws.com/index.html	Allowed	-	200	279	36978	Web Hosting	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:34:46	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	140.82.114.108	GET	api.github.com	https://api.github.com/search?q=deployment	Allowed	-	200	385	87534	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:35:45	mallory@tenex.local	Engineering	HQ-Austin	10.10.1.32	140.82.113.12	GET	github.com	https://github.com/favicon.ico	Allowed	-	200	202	66951	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:36:31	niaj@tenex.local	Finance	Remote-VPN	10.10.2.33	99.84.108.225	GET	console.aws.amazon.com	https://console.aws.amazon.com/	Allowed	-	200	314	25858	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:36:54	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	104.16.24.135	GET	registry.npmjs.org	https://registry.npmjs.org/	Allowed	-	200	615	47525	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:38:17	ivan@tenex.local	Sales	Remote-VPN	10.10.1.28	99.84.108.171	GET	console.aws.amazon.com	https://console.aws.amazon.com/static/main.css	Allowed	-	200	923	14892	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:38:18	niaj@tenex.local	Finance	Remote-VPN	10.10.2.33	104.16.85.145	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/assets/app.js	Allowed	-	200	1049	41180	Content Servers	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:38:49	sybil@tenex.local	Engineering	Remote-VPN	10.10.3.38	3.89.11.192	GET	slack.com	https://slack.com/api/v1/status	Allowed	-	200	648	87125	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:39:02	rupert@tenex.local	Legal	HQ-Austin	10.10.2.37	104.18.32.172	GET	stackoverflow.com	https://stackoverflow.com/assets/app.js	Allowed	-	200	580	14793	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:39:47	olivia@tenex.local	Sales	EU-Dublin	10.10.3.34	104.18.32.226	GET	stackoverflow.com	https://stackoverflow.com/static/main.css	Allowed	-	200	1183	25040	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:39:58	carol@tenex.local	Sales	HQ-Austin	10.10.3.22	104.192.142.49	GET	www.atlassian.net	https://www.atlassian.net/index.html	Allowed	-	200	1110	88125	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:40:15	heidi@tenex.local	Finance	HQ-Austin	10.10.4.27	99.84.108.238	GET	console.aws.amazon.com	https://console.aws.amazon.com/api/v2/messages	Allowed	-	200	333	40487	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:40:31	alice@tenex.local	Engineering	HQ-Austin	10.10.1.20	52.96.40.164	POST	outlook.office365.com	https://outlook.office365.com/search?q=deployment	Allowed	-	200	3412	40025	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	Microsoft 365
2024-05-14 08:41:22	ken@tenex.local	IT	HQ-Austin	10.10.3.30	3.89.11.17	GET	slack.com	https://slack.com/	Allowed	-	200	1258	7105	Instant Messaging	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:41:49	rupert@tenex.local	Legal	HQ-Austin	10.10.2.37	140.82.113.211	GET	github.com	https://github.com/search?q=deployment	Allowed	-	200	1262	16162	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:41:52	heidi@tenex.local	Finance	HQ-Austin	10.10.4.27	170.114.52.203	GET	zoom.us	https://zoom.us/user/profile	Allowed	-	200	1294	75828	Streaming Media	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:42:38	dan@tenex.local	HR	Remote-VPN	10.10.4.23	52.96.40.254	GET	outlook.office365.com	https://outlook.office365.com/static/main.css	Allowed	-	200	885	61383	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	Microsoft 365
2024-05-14 08:43:13	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	104.18.32.76	GET	stackoverflow.com	https://stackoverflow.com/api/v2/messages	Allowed	-	200	826	4223	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:44:39	niaj@tenex.local	Finance	Remote-VPN	10.10.2.33	99.84.108.142	POST	console.aws.amazon.com	https://console.aws.amazon.com/index.html	Allowed	-	200	1963	29747	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:44:49	lena@tenex.local	Legal	HQ-Austin	10.10.4.31	104.192.142.95	GET	www.atlassian.net	https://www.atlassian.net/docs/getting-started	Allowed	-	200	1075	54781	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:44:53	rupert@tenex.local	Legal	HQ-Austin	10.10.2.37	142.250.80.14	GET	docs.google.com	https://docs.google.com/index.html	Allowed	-	200	869	50190	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:44:54	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	99.84.108.56	GET	console.aws.amazon.com	https://console.aws.amazon.com/index.html	Allowed	-	200	483	59202	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:45:31	ken@tenex.local	IT	HQ-Austin	10.10.3.30	104.16.85.110	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/search?q=deployment	Allowed	-	200	481	34932	Content Servers	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:46:41	dan@tenex.local	HR	Remote-VPN	10.10.4.23	104.16.24.181	GET	registry.npmjs.org	https://registry.npmjs.org/assets/app.js	Allowed	-	200	1271	89637	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:46:46	judy@tenex.local	HR	EU-Dublin	10.10.2.29	142.250.80.210	GET	docs.google.com	https://docs.google.com/static/main.css	Allowed	-	301	532	67017	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:46:58	uma@tenex.local	Sales	HQ-Austin	10.10.1.40	104.192.142.63	GET	www.atlassian.net	https://www.atlassian.net/api/v2/messages	Allowed	-	200	366	58015	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:47:54	rupert@tenex.local	Legal	HQ-Austin	10.10.2.37	99.84.108.89	POST	console.aws.amazon.com	https://console.aws.amazon.com/api/v1/status	Allowed	-	200	1775	87399	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:48:01	erin@tenex.local	IT	EU-Dublin	10.10.1.24	151.101.65.235	GET	www.nytimes.com	https://www.nytimes.com/favicon.ico	Allowed	-	200	914	10975	News and Media	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:48:33	judy@tenex.local	HR	EU-Dublin	10.10.2.29	99.84.108.217	GET	console.aws.amazon.com	https://console.aws.amazon.com/user/profile	Allowed	-	200	830	41792	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:48:35	alice@tenex.local	Engineering	HQ-Austin	10.10.1.20	104.16.85.227	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/	Allowed	-	200	1148	43619	Content Servers	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:48:52	ken@tenex.local	IT	HQ-Austin	10.10.3.30	151.101.65.198	GET	www.nytimes.com	https://www.nytimes.com/search?q=deployment	Allowed	-	200	1382	73571	News and Media	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:49:24	niaj@tenex.local	Finance	Remote-VPN	10.10.2.33	140.82.113.176	GET	github.com	https://github.com/docs/getting-started	Allowed	-	200	314	46242	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:50:59	grace@tenex.local	Engineering	HQ-Austin	10.10.3.26	140.82.114.84	GET	api.github.com	https://api.github.com/user/profile	Allowed	-	200	700	56935	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:51:14	erin@tenex.local	IT	EU-Dublin	10.10.1.24	13.107.42.48	POST	www.linkedin.com	https://www.linkedin.com/search?q=deployment	Allowed	-	200	4419	61370	Social Networking	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:51:41	olivia@tenex.local	Sales	EU-Dublin	10.10.3.34	52.113.194.13	GET	teams.microsoft.com	https://teams.microsoft.com/api/v2/messages	Allowed	-	200	758	24641	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	Microsoft 365
2024-05-14 08:52:40	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	104.16.85.18	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/favicon.ico	Allowed	-	200	516	78797	Content Servers	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:52:52	uma@tenex.local	Sales	HQ-Austin	10.10.1.40	104.16.85.135	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/static/main.css	Allowed	-	200	224	65783	Content Servers	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:52:53	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	3.89.11.127	GET	slack.com	https://slack.com/	Allowed	-	200	906	40192	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:52:54	erin@tenex.local	IT	EU-Dublin	10.10.1.24	142.250.72.7	GET	www.google.com	https://www.google.com/user/profile	Allowed	-	200	556	35031	Search Engines	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 08:52:56	ivan@tenex.local	Sales	Remote-VPN	10.10.1.28	99.84.108.131	GET	console.aws.amazon.com	https://console.aws.amazon.com/	Allowed	-	200	630	44077	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:53:49	rupert@tenex.local	Legal	HQ-Austin	10.10.2.37	3.89.11.242	GET	slack.com	https://slack.com/favicon.ico	Allowed	-	200	1017	61011	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:54:23	ivan@tenex.local	Sales	Remote-VPN	10.10.1.28	104.109.10.160	POST	www.salesforce.com	https://www.salesforce.com/docs/getting-started	Allowed	-	200	8713	63865	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:54:39	carol@tenex.local	Sales	HQ-Austin	10.10.3.22	104.16.85.25	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/api/v2/messages	Allowed	-	200	1213	78727	Content Servers	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:54:43	alice@tenex.local	Engineering	HQ-Austin	10.10.1.20	104.18.32.196	POST	stackoverflow.com	https://stackoverflow.com/docs/getting-started	Allowed	-	200	3122	13809	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:55:08	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	142.250.72.166	GET	mail.google.com	https://mail.google.com/assets/app.js	Allowed	-	200	751	72879	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:55:11	uma@tenex.local	Sales	HQ-Austin	10.10.1.40	140.82.114.170	GET	api.github.com	https://api.github.com/index.html	Allowed	-	200	1071	59570	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:55:25	peggy@tenex.local	HR	HQ-Austin	10.10.4.35	142.250.72.39	GET	www.google.com	https://www.google.com/api/v1/status	Allowed	-	200	635	77684	Search Engines	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 08:56:21	erin@tenex.local	IT	EU-Dublin	10.10.1.24	52.113.194.185	GET	teams.microsoft.com	https://teams.microsoft.com/static/main.css	Allowed	-	200	1126	25300	Instant Messaging	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	Microsoft 365
2024-05-14 08:56:25	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	140.82.114.53	POST	api.github.com	https://api.github.com/index.html	Allowed	-	200	7852	9860	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:56:45	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	104.109.10.181	POST	www.salesforce.com	https://www.salesforce.com/assets/app.js	Allowed	-	200	1189	33031	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 08:57:19	trent@tenex.local	Finance	EU-Dublin	10.10.4.39	3.89.11.16	POST	slack.com	https://slack.com/user/profile	Allowed	-	200	5399	9659	Instant Messaging	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
