#Version: 1.0
#Software: ZScaler NSS Web Log (synthetic sample for SOC Log Analyzer)
#Fields: datetime	user	department	location	clientip	serverip	method	host	url	action	reason	statuscode	requestsize	responsesize	urlcategory	threatname	riskscore	useragent	referer	appname
2024-05-14 09:00:57	mallory@tenex.local	Engineering	HQ-Austin	10.10.1.32	99.84.108.40	GET	console.aws.amazon.com	https://console.aws.amazon.com/index.html	Allowed	-	200	1400	73960	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 09:01:01	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	170.114.52.87	GET	zoom.us	https://zoom.us/static/main.css	Allowed	-	200	421	2314	Streaming Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:02:47	dan@tenex.local	HR	Remote-VPN	10.10.4.23	52.113.194.46	GET	teams.microsoft.com	https://teams.microsoft.com/assets/app.js	Allowed	-	301	563	55754	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	Microsoft 365
2024-05-14 09:02:54	victor@tenex.local	HR	HQ-Austin	10.10.2.41	142.250.72.30	GET	mail.google.com	https://mail.google.com/favicon.ico	Allowed	-	200	665	67237	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:02:56	trent@tenex.local	Finance	EU-Dublin	10.10.4.39	151.101.65.65	GET	www.nytimes.com	https://www.nytimes.com/docs/getting-started	Allowed	-	200	666	59351	News and Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:04:12	carol@tenex.local	Sales	HQ-Austin	10.10.3.22	52.113.194.180	POST	teams.microsoft.com	https://teams.microsoft.com/	Allowed	-	200	6874	88360	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	Microsoft 365
2024-05-14 09:05:08	dan@tenex.local	HR	Remote-VPN	10.10.4.23	104.18.32.127	GET	stackoverflow.com	https://stackoverflow.com/api/v2/messages	Allowed	-	200	1058	78495	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:07:15	ken@tenex.local	IT	HQ-Austin	10.10.3.30	104.16.85.23	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/	Allowed	-	200	849	83928	Content Servers	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:07:17	alice@tenex.local	Engineering	HQ-Austin	10.10.1.20	142.250.72.36	GET	www.google.com	https://www.google.com/static/main.css	Allowed	-	200	722	72211	Search Engines	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:07:24	victor@tenex.local	HR	HQ-Austin	10.10.2.41	104.192.142.233	GET	www.atlassian.net	https://www.atlassian.net/assets/app.js	Allowed	-	200	724	78303	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 09:08:36	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	104.16.24.7	GET	registry.npmjs.org	https://registry.npmjs.org/search?q=deployment	Allowed	-	200	832	21514	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:09:51	sybil@tenex.local	Engineering	Remote-VPN	10.10.3.38	52.113.194.10	GET	teams.microsoft.com	https://teams.microsoft.com/api/v1/status	Allowed	-	200	241	59361	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	Microsoft 365
2024-05-14 09:10:21	ken@tenex.local	IT	HQ-Austin	10.10.3.30	142.250.80.43	GET	docs.google.com	https://docs.google.com/	Allowed	-	200	997	38321	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:10:54	peggy@tenex.local	HR	HQ-Austin	10.10.4.35	104.18.32.18	GET	stackoverflow.com	https://stackoverflow.com/api/v1/status	Allowed	-	200	213	56669	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:13:44	olivia@tenex.local	Sales	EU-Dublin	10.10.3.34	104.109.10.77	POST	www.salesforce.com	https://www.salesforce.com/index.html	Allowed	-	200	6769	7398	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:14:08	dan@tenex.local	HR	Remote-VPN	10.10.4.23	142.250.72.55	GET	mail.google.com	https://mail.google.com/static/main.css	Allowed	-	200	1257	75841	Webmail	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 09:14:28	niaj@tenex.local	Finance	Remote-VPN	10.10.2.33	170.114.52.126	GET	zoom.us	https://zoom.us/static/main.css	Allowed	-	404	310	55618	Streaming Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:14:55	ken@tenex.local	IT	HQ-Austin	10.10.3.30	52.216.35.199	GET	s3.us-east-1.amazonaws.com	https://s3.us-east-1.amazonaws.com/index.html	Allowed	-	200	1286	55848	Web Hosting	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:16:09	bob@tenex.local	Finance	HQ-Austin	10.10.2.21	3.89.11.102	GET	slack.com	https://slack.com/	Allowed	-	200	907	5264	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:16:21	carol@tenex.local	Sales	HQ-Austin	10.10.3.22	104.16.24.28	GET	registry.npmjs.org	https://registry.npmjs.org/search?q=deployment	Allowed	-	200	1370	22122	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:18:25	lena@tenex.local	Legal	HQ-Austin	10.10.4.31	3.89.11.174	GET	slack.com	https://slack.com/docs/getting-started	Allowed	-	200	1208	77010	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:19:17	peggy@tenex.local	HR	HQ-Austin	10.10.4.35	151.101.65.28	GET	www.nytimes.com	https://www.nytimes.com/user/profile	Allowed	-	200	1215	41624	News and Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:20:24	ivan@tenex.local	Sales	Remote-VPN	10.10.1.28	13.107.42.161	GET	www.linkedin.com	https://www.linkedin.com/user/profile	Allowed	-	200	974	47338	Social Networking	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:21:07	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	142.250.72.48	GET	www.google.com	https://www.google.com/static/main.css	Allowed	-	200	506	34569	Search Engines	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:22:02	sybil@tenex.local	Engineering	Remote-VPN	10.10.3.38	52.216.35.99	GET	s3.us-east-1.amazonaws.com	https://s3.us-east-1.amazonaws.com/search?q=deployment	Allowed	-	200	1227	85398	Web Hosting	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:24:21	sybil@tenex.local	Engineering	Remote-VPN	10.10.3.38	104.192.142.227	GET	www.atlassian.net	https://www.atlassian.net/api/v1/status	Allowed	-	200	335	11077	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:25:00	wendy@tenex.local	IT	HQ-Austin	10.10.3.42	142.250.72.153	GET	mail.google.com	https://mail.google.com/assets/app.js	Allowed	-	404	476	45642	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:25:41	mallory@tenex.local	Engineering	HQ-Austin	10.10.1.32	142.250.72.214	GET	www.google.com	https://www.google.com/docs/getting-started	Allowed	-	200	1083	45184	Search Engines	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 09:25:50	ivan@tenex.local	Sales	Remote-VPN	10.10.1.28	104.16.24.126	GET	registry.npmjs.org	https://registry.npmjs.org/user/profile	Allowed	-	200	1158	25822	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:25:54	dan@tenex.local	HR	Remote-VPN	10.10.4.23	142.250.72.144	GET	mail.google.com	https://mail.google.com/favicon.ico	Allowed	-	200	1309	10276	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:26:20	grace@tenex.local	Engineering	HQ-Austin	10.10.3.26	142.250.72.70	GET	mail.google.com	https://mail.google.com/	Allowed	-	200	378	57742	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:26:51	olivia@tenex.local	Sales	EU-Dublin	10.10.3.34	142.250.80.119	GET	docs.google.com	https://docs.google.com/assets/app.js	Allowed	-	200	268	32270	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:26:54	sybil@tenex.local	Engineering	Remote-VPN	10.10.3.38	13.107.42.207	POST	www.linkedin.com	https://www.linkedin.com/index.html	Allowed	-	200	7818	11405	Social Networking	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:29:56	bob@tenex.local	Finance	HQ-Austin	10.10.2.21	151.101.65.79	GET	www.nytimes.com	https://www.nytimes.com/favicon.ico	Allowed	-	200	851	73836	News and Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:29:56	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	104.16.24.99	GET	registry.npmjs.org	https://registry.npmjs.org/assets/app.js	Allowed	-	200	388	45021	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:31:15	quinn@tenex.local	IT	HQ-Austin	10.10.1.36	52.96.40.164	POST	outlook.office365.com	https://outlook.office365.com/index.html	Allowed	-	301	1749	4544	Webmail	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	Microsoft 365
2024-05-14 09:31:36	bob@tenex.local	Finance	HQ-Austin	10.10.2.21	104.18.32.106	POST	stackoverflow.com	https://stackoverflow.com/search?q=deployment	Allowed	-	200	5094	54046	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 09:33:26	olivia@tenex.local	Sales	EU-Dublin	10.10.3.34	104.109.10.159	GET	www.salesforce.com	https://www.salesforce.com/	Allowed	-	200	662	63441	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 09:33:37	sybil@tenex.local	Engineering	Remote-VPN	10.10.3.38	142.250.72.129	POST	www.google.com	https://www.google.com/	Allowed	-	200	5782	35161	Search Engines	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
